listing_type,tenant_rating,bedrooms,bathrooms,monthly_rent
Entire home/apt,5,2,2.5,3950
Private room,,0,1,600
Entire home/apt,5,1,1,1400
Entire home/apt,5,1,1,2490
Entire home/apt,5,2,1,1360
Entire home/apt,5,1,1,1390
Entire home/apt,,1,1,1300
Entire home/apt,4,3,2,2080
Private room,5,1,1,490
Entire home/apt,4,0,1,530
Entire home/apt,,1,1,1200
Entire home/apt,,2,1,1150
Entire home/apt,5,1,1,950
Entire home/apt,5,1,1,490
Private room,5,1,1,780
Entire home/apt,5,2,2,2150
Entire home/apt,4.5,0,1,850
Entire home/apt,,1,1,1100
Entire home/apt,4.5,5,2,2810
Entire home/apt,4.5,2,1,790
Entire home/apt,5,2,1,750
Private room,4.5,1,1.5,380
Entire home/apt,5,3,1.5,600
Entire home/apt,4.5,1,1,530
Entire home/apt,5,3,2,2200
Entire home/apt,5,4,2.5,1500
Entire home/apt,,1,1,880
Entire home/apt,4.5,1,1,600
Entire home/apt,4.5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,2,2,4990
Entire home/apt,5,1,1,650
Entire home/apt,,1,1,650
Entire home/apt,4.5,1,1,650
Entire home/apt,,1,1,880
Entire home/apt,,1,1,880
Entire home/apt,,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,,1,1,880
Entire home/apt,,1,1,880
Private room,5,1,1,300
Private room,5,1,1,590
Private room,5,1,1,450
Entire home/apt,5,2,1,1270
Entire home/apt,5,5,3,2950
Entire home/apt,5,0,1,490
Entire home/apt,4.5,1,1,870
Entire home/apt,5,1,1,750
Entire home/apt,5,2,1,1900
Entire home/apt,4.5,4,1.5,950
Entire home/apt,5,2,1,2000
Entire home/apt,4.5,0,1,650
Entire home/apt,4.5,0,1,540
Entire home/apt,5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,5,0,1,1920
Entire home/apt,4.5,2,1,1650
Entire home/apt,4.5,2,1.5,1000
Entire home/apt,4.5,0,1,900
Entire home/apt,,1,1,1200
Entire home/apt,5,2,1.5,1600
Entire home/apt,5,1,1,1040
Entire home/apt,5,1,1,790
Entire home/apt,5,2,2,870
Entire home/apt,5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,990
Entire home/apt,4.5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Private room,5,1,1,430
Entire home/apt,5,1,1,990
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,2,1,870
Entire home/apt,5,1,1,880
Entire home/apt,5,1,1,880
Entire home/apt,5,2,2,1500
Private room,5,1,1,390
Entire home/apt,5,2,2,1150
Entire home/apt,4.5,3,2,1900
Private room,5,1,1,360
Entire home/apt,5,0,1,700
Entire home/apt,5,2,2,1500
Entire home/apt,5,2,1,900
Entire home/apt,4.5,3,2.5,1230
Entire home/apt,,2,1,850
Entire home/apt,,1,1,1500
Entire home/apt,5,2,2.5,2000
Entire home/apt,4.5,3,2.5,1690
Private room,,0,4,1300
Entire home/apt,5,2,2,1590
Entire home/apt,3.5,4,2,3230
Entire home/apt,5,3,2.5,1450
Private room,,1,1,790
Entire home/apt,,3,3.5,2450
Private room,4.5,1,1.5,450
Entire home/apt,4.5,1,1,460
Entire home/apt,4.5,1,1,1490
Entire home/apt,,3,3.5,28000
Entire home/apt,,4,5,8880
Entire home/apt,5,1,1,650
Entire home/apt,4.5,0,1,890
Entire home/apt,,2,2,2490
Entire home/apt,,3,2,3300
Entire home/apt,5,0,1,700
Entire home/apt,5,1,1,830
Private room,4.5,1,1,500
Entire home/apt,4.5,1,1,1250
Entire home/apt,5,1,1,1200
Entire home/apt,5,2,2,1400
Entire home/apt,4.5,0,1,500
Entire home/apt,,2,2,980
Entire home/apt,5,2,1,500
Entire home/apt,4,2,1,1000
Entire home/apt,5,0,1,850
Entire home/apt,5,1,1,750
Private room,5,1,1,700
Private room,4.5,1,1.5,370
Entire home/apt,5,4,2,2950
Entire home/apt,5,1,1,1000
Entire home/apt,4.5,1,1,430
Entire home/apt,5,1,1,1000
Entire home/apt,5,1,1,850
Entire home/apt,5,4,3.5,1590
Private room,5,1,1,290
Private room,5,1,1,290
Entire home/apt,5,1,1,1350
Private room,5,1,1,390
Entire home/apt,5,1,1,990
Entire home/apt,5,4,2,3000
Entire home/apt,4.5,2,1,700
Entire home/apt,4.5,1,1,650
Entire home/apt,4.5,1,1,750
Entire home/apt,5,1,1,1470
Entire home/apt,5,1,1,680
Entire home/apt,,1,1.5,3600
Private room,5,1,2,890
Private room,5,1,1.5,300
Entire home/apt,5,0,1,640
Entire home/apt,5,0,1,800
Entire home/apt,5,2,2,1500
Private room,5,1,1.5,350
Entire home/apt,4.5,1,1,750
Entire home/apt,5,1,1,1290
Entire home/apt,5,2,1,1050
Private room,,1,1,240
Entire home/apt,5,1,1,650
Private room,5,1,1.5,650
Entire home/apt,5,1,1,640
Entire home/apt,5,2,1.5,2990
Entire home/apt,,4,1.5,2750
Entire home/apt,5,2,1,1100
Entire home/apt,5,2,1,1790
Entire home/apt,4.5,1,1,1110
Private room,5,1,1,700
Entire home/apt,4.5,0,1,790
Entire home/apt,5,0,1,850
Entire home/apt,5,2,1,1450
Entire home/apt,5,1,1,490
Entire home/apt,5,1,1,890
Private room,5,1,1,700
Entire home/apt,5,2,1,1040
Entire home/apt,,2,1,900
Entire home/apt,,2,2,1820
Entire home/apt,5,1,1,480
Entire home/apt,,3,1,1500
Entire home/apt,4.5,2,1,830
Entire home/apt,5,1,1,930
Entire home/apt,5,3,2,1820
Entire home/apt,4.5,1,1,900
Private room,5,1,1,750
Entire home/apt,5,1,1,1950
Private room,5,1,1,550
Private room,4.5,1,1,690
Entire home/apt,5,2,1,790
Entire home/apt,5,2,1,940
Entire home/apt,5,1,1,600
Entire home/apt,4.5,1,1,1680
Entire home/apt,5,0,1,420
Entire home/apt,5,4,2,3200
Entire home/apt,4.5,0,1,900
Entire home/apt,4.5,5,3,3750
Entire home/apt,5,0,1,600
Entire home/apt,5,0,1,1010
Entire home/apt,5,1,1,790
Entire home/apt,4.5,2,2,1600
Entire home/apt,5,0,1,800
Private room,3.5,1,1,250
Entire home/apt,4.5,0,1,620
Private room,5,1,1.5,1100
Entire home/apt,4.5,2,1,600
Entire home/apt,5,1,1,750
Private room,5,1,1,340
Private room,5,1,1,340
Private room,4.5,1,1.5,550
Private room,5,2,1.5,1300
Private room,5,1,1,580
Entire home/apt,4.5,3,2,1770
Private room,,1,1,800
Private room,5,1,1,350
Private room,,1,1,1000
Entire home/apt,5,1,1,890
Private room,4.5,1,1,380
Private room,5,0,1,500
Entire home/apt,,1,1,1800
Entire home/apt,5,3,3.5,3950
Entire home/apt,5,0,1,750
Entire home/apt,,4,3,4500
Entire home/apt,4.5,1,1,600
Entire home/apt,5,0,1,590
Entire home/apt,5,2,1,990
Entire home/apt,5,5,3,2500
Entire home/apt,5,0,1,700
Private room,5,1,1,550
Entire home/apt,5,1,1,1270
Entire home/apt,5,1,1,950
Entire home/apt,4.5,2,1,1500
Private room,4.5,1,1,500
Private room,5,1,1,280
Entire home/apt,4.5,1,1,1180
Private room,5,1,1,850
Entire home/apt,5,4,2,1200
Private room,,1,0,850
Entire home/apt,5,1,1,980
Entire home/apt,,3,2,3800
Entire home/apt,5,1,1,690
Entire home/apt,5,1,1,1190
Entire home/apt,5,2,1,1200
Entire home/apt,5,2,2.5,1290
Entire home/apt,5,2,1,1250
Private room,5,1,1,460
Private room,5,1,1,750
Entire home/apt,5,2,1,1490
Entire home/apt,5,2,1,1400
Entire home/apt,,2,2,2500
Entire home/apt,5,1,1,790
Entire home/apt,5,1,1,1350
Private room,4.5,1,1,690
Entire home/apt,,1,1,1250
Entire home/apt,5,0,1,800
Entire home/apt,5,3,1,1050
Private room,,2,1.5,890
Entire home/apt,5,1,1,750
Entire home/apt,5,0,1,1200
Entire home/apt,5,0,1,850
Private room,4.5,1,2,790
Entire home/apt,5,2,2.5,850
Private room,5,1,1,360
Entire home/apt,5,1,1,960
Entire home/apt,4,0,1,500
Entire home/apt,5,4,2.5,1980
Private room,5,1,1,690
Entire home/apt,5,1,1,1000
Entire home/apt,5,1,1,1000
Private room,,1,1,950
Private room,5,1,1,690
Entire home/apt,5,0,1,1100
Entire home/apt,5,1,1,790
Entire home/apt,5,1,1,990
Entire home/apt,5,3,2,1750
Entire home/apt,,1,1,1100
Private room,5,1,1.5,1450
Entire home/apt,5,2,2,1650
Private room,,1,1,250
Entire home/apt,,3,2.5,3650
Entire home/apt,4.5,1,1,890
Entire home/apt,4.5,5,3.5,2680
Entire home/apt,5,1,1,1150
Entire home/apt,5,3,2.5,4250
Entire home/apt,4.5,0,1,550
Entire home/apt,4.5,0,1,600
Private room,5,1,1,800
Private room,5,1,1,730
Entire home/apt,5,3,2.5,1500
Entire home/apt,4.5,3,2.5,1800
Entire home/apt,5,1,1,1250
Entire home/apt,5,0,1,950
Entire home/apt,5,2,1,1150
Entire home/apt,4.5,1,1,600
Entire home/apt,,3,2,1640
Entire home/apt,5,2,1,1700
Entire home/apt,4.5,1,1,1590
Entire home/apt,5,1,1,1250
Private room,5,1,1,500
Entire home/apt,4,1,0,430
Entire home/apt,4.5,2,1,990
Entire home/apt,5,2,1,1250
Entire home/apt,4.5,4,3.5,1110
Entire home/apt,5,0,1,1190
Private room,5,1,1,320
Entire home/apt,5,0,1,850
Entire home/apt,5,3,3,1500
Entire home/apt,5,2,1,1200
Private room,5,1,1,300
Entire home/apt,5,1,1,650
Entire home/apt,5,2,2.5,1090
Entire home/apt,,4,2.5,2200
Entire home/apt,,0,1,700
Entire home/apt,5,3,2,1290
Entire home/apt,,3,1,1950
Private room,,1,5,1650
Entire home/apt,4.5,3,1,1200
Entire home/apt,5,1,1,950
Entire home/apt,5,2,1,1490
Entire home/apt,5,2,1,1100
Private room,5,1,1,300
Private room,5,1,1,300
Entire home/apt,5,7,4.5,2040
Entire home/apt,4.5,3,3.5,1150
Entire home/apt,5,0,1,430
Private room,4.5,1,1.5,360
Private room,4.5,1,1,480
Entire home/apt,4.5,1,1,890
Entire home/apt,4.5,1,1,1290
Entire home/apt,4.5,1,1,1250
Entire home/apt,4.5,1,1,990
Entire home/apt,3.5,0,1,500
Entire home/apt,4.5,0,1,850
Entire home/apt,4,0,1,600
Entire home/apt,4.5,0,1,600
Entire home/apt,,4,3,2290
Entire home/apt,5,1,1,1690
Private room,5,1,1,680
Private room,5,1,1,550
Private room,5,1,1,690
Entire home/apt,5,3,2.5,2250
Entire home/apt,5,0,1,1400
Entire home/apt,5,3,2.5,2490
Entire home/apt,5,1,1,560
Entire home/apt,5,2,2,1060
Entire home/apt,4.5,2,1,1280
Entire home/apt,5,1,1,1900
Entire home/apt,4.5,2,2,990
Entire home/apt,5,1,1,990
Entire home/apt,5,3,2,1400
Private room,5,1,1,450
Entire home/apt,4.5,1,1,780
Private room,4.5,1,2,250
Entire home/apt,3,0,1,700
Entire home/apt,,1,1,800
Private room,4.5,1,2,540
Entire home/apt,5,2,1,810
Entire home/apt,,1,1,950
Entire home/apt,4.5,2,1,590
Entire home/apt,4,0,1,600
Private room,5,1,1,600
Private room,,1,1,400
Private room,5,1,1,2000
Entire home/apt,,1,1,800
Entire home/apt,,0,1,700
Entire home/apt,,0,1,700
Entire home/apt,4,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Private room,5,1,1,650
Entire home/apt,4.5,3,2,1460
Entire home/apt,5,1,1,1050
Entire home/apt,,1,1,800
Entire home/apt,5,2,1,1030
Private room,4.5,1,1,620
Entire home/apt,5,0,1,900
Private room,5,1,1,500
Entire home/apt,5,0,1,710
Entire home/apt,5,1,1,490
Private room,5,3,1,1500
Entire home/apt,5,0,1,600
Entire home/apt,,1,1,1840
Entire home/apt,5,1,1,800
Entire home/apt,5,1,1,750
Entire home/apt,5,1,1,500
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,4,2,990
Entire home/apt,4.5,2,2,1500
Private room,,1,2,350
Shared room,4,1,1,200
Private room,5,1,1.5,250
Entire home/apt,,2,1,950
Entire home/apt,5,1,1,850
Entire home/apt,5,1,1,1000
Entire home/apt,5,2,2,1200
Entire home/apt,5,3,3.5,1100
Private room,5,1,1,350
Entire home/apt,5,2,2.5,2050
Private room,,1,1,550
Private room,3.5,1,1,280
Entire home/apt,5,0,1,500
Entire home/apt,5,1,1,750
Entire home/apt,4.5,2,1,890
Entire home/apt,4.5,1,1,540
Entire home/apt,5,3,2.5,1800
Private room,5,1,1,700
Entire home/apt,5,3,2.5,1150
Entire home/apt,4.5,2,1.5,1250
Private room,5,1,1,750
Entire home/apt,5,0,1,1250
Private room,5,1,1.5,850
Entire home/apt,5,1,1,950
Entire home/apt,5,3,2,1490
Entire home/apt,5,2,1,910
Entire home/apt,5,2,2,2500
Entire home/apt,5,1,1,750
Private room,4.5,1,1,400
Entire home/apt,5,1,1,800
Entire home/apt,4.5,1,1,880
Private room,4.5,1,1,390
Entire home/apt,5,0,1,650
Entire home/apt,5,1,1,730
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,880
Entire home/apt,5,2,2,1150
Entire home/apt,3.5,3,2.5,4500
Private room,5,1,1,650
Entire home/apt,5,2,1.5,4500
Entire home/apt,,3,2,920
Entire home/apt,,1,1,860
Entire home/apt,,3,3,5000
Entire home/apt,5,4,3,1500
Entire home/apt,4.5,2,1,750
Entire home/apt,,1,1,1000
Entire home/apt,4,0,1,1100
Entire home/apt,5,1,1,820
Entire home/apt,5,1,1,700
Entire home/apt,4.5,1,1,490
Entire home/apt,4.5,0,0.5,750
Private room,,1,1.5,300
Entire home/apt,3.5,0,1,1050
Entire home/apt,4.5,3,1,940
Entire home/apt,5,0,1,600
Entire home/apt,4.5,4,3,4250
Entire home/apt,,1,1,750
Private room,,1,2,400
Private room,5,1,1,400
Private room,5,1,1,750
Entire home/apt,,0,1,950
Private room,5,2,1,750
Entire home/apt,5,1,1,990
Entire home/apt,,3,2,2500
Private room,4.5,1,2,1200
Private room,5,1,1,420
Private room,4.5,1,2,200
Private room,4.5,1,2,200
Entire home/apt,5,5,3.5,8000
Entire home/apt,4.5,1,1,590
Entire home/apt,5,0,1,750
Entire home/apt,5,1,1,890
Entire home/apt,5,0,1,1050
Entire home/apt,5,1,1,850
Private room,,1,1,960
Entire home/apt,5,1,1,700
Entire home/apt,5,2,1,990
Entire home/apt,5,2,1,510
Entire home/apt,4.5,1,1,860
Private room,4,1,1,500
Entire home/apt,,2,2.5,1950
Entire home/apt,5,1,1,450
Entire home/apt,,3,2,3990
Entire home/apt,5,1,1,650
Entire home/apt,5,1,1,1150
Entire home/apt,5,1,1,600
Private room,5,1,1,900
Private room,5,2,1,690
Private room,5,1,1,750
Entire home/apt,5,2,1.5,1000
Private room,4.5,1,1.5,650
Entire home/apt,5,2,1,890
Entire home/apt,5,4,2,1950
Entire home/apt,5,4,2,1990
Entire home/apt,,2,2,1500
Entire home/apt,4.5,0,1,810
Private room,5,2,1,750
Private room,4.5,1,1,450
Entire home/apt,5,0,1,700
Entire home/apt,4,2,1,790
Entire home/apt,4.5,2,1,850
Entire home/apt,,3,2.5,3610
Entire home/apt,5,2,2,1800
Private room,5,1,1,490
Private room,4.5,2,1,1800
Entire home/apt,4.5,1,1,600
Entire home/apt,,2,2,1500
Entire home/apt,5,3,1,700
Entire home/apt,5,4,2,1650
Entire home/apt,4.5,0,1,480
Entire home/apt,5,0,1,500
Entire home/apt,4.5,0,1,550
Entire home/apt,5,1,1,1200
Entire home/apt,5,1,1,700
Entire home/apt,5,0,1,800
Private room,5,1,1,890
Private room,5,1,1.5,790
Entire home/apt,,1,1,3200
Entire home/apt,,2,2,1770
Entire home/apt,4.5,0,1,690
Entire home/apt,5,4,2,2900
Entire home/apt,,2,2,1750
Private room,5,1,1,450
Entire home/apt,5,0,1,610
Entire home/apt,5,3,2,1690
Entire home/apt,,2,1,1410
Entire home/apt,5,1,1,720
Entire home/apt,5,2,1,1500
Private room,5,1,1,690
Entire home/apt,5,1,1,850
Entire home/apt,5,1,1,1020
Private room,,1,1.5,680
Private room,4.5,1,1,390
Shared room,4,1,1,200
Entire home/apt,,2,2.5,880
Entire home/apt,,2,1,950
Private room,,1,3,350
Entire home/apt,5,2,2,1180
Private room,5,1,1,380
Entire home/apt,5,0,1,1000
Entire home/apt,5,2,1,770
Entire home/apt,5,2,1,790
Entire home/apt,,1,1,1500
Entire home/apt,,1,1,830
Entire home/apt,,1,1,1860
Entire home/apt,,2,1,1340
Private room,5,1,1,390
Entire home/apt,4.5,1,1,1590
Entire home/apt,,3,1,2570
Entire home/apt,5,0,1,400
Private room,5,1,1,360
Entire home/apt,5,1,1.5,1090
Entire home/apt,5,3,2,1490
Entire home/apt,,2,1,1150
Entire home/apt,5,3,1.5,1700
Entire home/apt,4.5,1,1,390
Entire home/apt,5,1,1,800
Entire home/apt,,2,1,2080
Entire home/apt,4.5,1,1,590
Private room,4.5,1,1,690
Private room,4.5,1,1,600
Entire home/apt,5,1,1,620
Entire home/apt,5,3,2.5,4000
Private room,5,1,1,500
Private room,,1,1,600
Entire home/apt,5,1,1,900
Entire home/apt,5,3,1,990
Shared room,4.5,1,1,240
Private room,4.5,1,1,290
Entire home/apt,4.5,1,1,700
Entire home/apt,,3,2,1380
Entire home/apt,,3,2,940
Private room,5,1,1,490
Entire home/apt,5,2,1,1490
Private room,5,1,1,450
Entire home/apt,5,1,1,1200
Entire home/apt,5,3,1,1300
Private room,4.5,1,1.5,330
Entire home/apt,5,2,1,950
Private room,,1,1,990
Private room,,0,1,2000
Entire home/apt,4.5,2,1,1000
Entire home/apt,5,0,1,520
Entire home/apt,5,2,1,990
Entire home/apt,5,1,1,1990
Entire home/apt,5,3,2,870
Entire home/apt,,2,1,1520
Entire home/apt,,2,2.5,2950
Entire home/apt,5,2,1,1080
Private room,4,1,1,240
Private room,5,1,1,400
Shared room,4,1,1,200
Entire home/apt,4,4,2,1680
Entire home/apt,4.5,3,2,790
Entire home/apt,5,2,1,1890
Entire home/apt,4.5,0,1,570
Entire home/apt,5,2,1,1200
Entire home/apt,4.5,2,1,1280
Entire home/apt,5,0,1,720
Entire home/apt,4.5,1,1,640
Entire home/apt,4.5,3,1,650
Entire home/apt,5,1,1,1290
Entire home/apt,4,1,1,750
Private room,4.5,0,1,350
Entire home/apt,4.5,3,1,1250
Private room,,1,1,550
Private room,5,1,1,650
Entire home/apt,5,2,1,770
Private room,5,1,1,480
Entire home/apt,5,2,1,750
Private room,5,1,1,480
Entire home/apt,,1,1,1000
Entire home/apt,5,2,1,500
Entire home/apt,5,2,2,1400
Entire home/apt,5,1,1,1690
Entire home/apt,4.5,0,1,540
Shared room,3.5,1,1,180
Entire home/apt,5,2,1,2800
Entire home/apt,5,1,1,950
Shared room,4,1,1,780
Entire home/apt,5,0,1,570
Entire home/apt,5,2,1,850
Shared room,,1,1,200
Entire home/apt,5,1,1,500
Entire home/apt,5,3,2,1200
Entire home/apt,,4,2,1380
Entire home/apt,5,3,2,1990
Private room,5,1,1.5,850
Entire home/apt,5,1,1,880
Private room,4.5,1,1,400
Entire home/apt,,1,1,590
Entire home/apt,,0,1,1100
Entire home/apt,5,1,1,1000
Private room,5,1,1,1140
Private room,5,1,1,420
Private room,4,1,1,1100
Entire home/apt,5,1,1,600
Entire home/apt,,2,1,1230
Private room,,1,1,500
Private room,4.5,1,1.5,510
Private room,4.5,1,1,510
Entire home/apt,,3,3.5,4350
Entire home/apt,,3,2,1620
Entire home/apt,5,0,1,850
Entire home/apt,5,1,1,690
Entire home/apt,5,3,2.5,1520
Entire home/apt,5,5,3,3410
Entire home/apt,5,2,1,1420
Entire home/apt,4.5,3,2,1950
Entire home/apt,,3,2,3000
Entire home/apt,4.5,1,1,1290
Entire home/apt,4.5,1,1,890
Entire home/apt,,0,1,600
Entire home/apt,,0,1,600
Entire home/apt,,0,1,1080
Entire home/apt,4.5,1,1,1150
Entire home/apt,5,0,1,700
Private room,5,1,1,400
Entire home/apt,5,2,1,1500
Entire home/apt,,0,1,600
Entire home/apt,,0,1,600
Entire home/apt,5,1,1,2500
Private room,,1,1,500
Entire home/apt,4.5,0,1,540
Entire home/apt,,0,1,780
Entire home/apt,5,3,2,1600
Entire home/apt,,2,1,990
Private room,5,1,1,350
Shared room,4.5,1,2,590
Entire home/apt,,4,2.5,8500
Private room,5,1,1,650
Entire home/apt,,2,1,1390
Private room,5,1,1,490
Entire home/apt,5,2,2,1200
Entire home/apt,5,0,1,650
Entire home/apt,4.5,2,1,680
Private room,,2,1.5,1670
Private room,5,1,1,590
Private room,5,1,1,750
Private room,,2,1.5,2770
Private room,,3,1.5,3030
Entire home/apt,5,0,1,640
Private room,4.5,1,1,490
Private room,5,1,1,270
Entire home/apt,4.5,0,1,650
Private room,,1,1,500
Entire home/apt,,2,2,1100
Shared room,4.5,1,1,450
Private room,5,1,1,680
Entire home/apt,4.5,0,1,480
Entire home/apt,5,1,1,1050
Entire home/apt,5,1,1,1290
Private room,5,1,1,290
Private room,,1,1,1000
Private room,,2,1,2300
Entire home/apt,5,1,1,630
Entire home/apt,5,1,1,850
Private room,,2,1.5,750
Private room,5,1,1,400
Entire home/apt,5,1,1,700
Private room,5,1,1,750
Entire home/apt,5,4,2,2500
Private room,5,1,1,390
Entire home/apt,5,1,1,920
Entire home/apt,5,1,1,1000
Entire home/apt,5,2,2,1000
Entire home/apt,5,3,1,1500
Entire home/apt,5,2,1,1390
Entire home/apt,5,1,1,570
Private room,4.5,1,1,370
Entire home/apt,5,1,1,640
Entire home/apt,5,2,1,1180
Entire home/apt,4.5,1,1,430
Entire home/apt,5,1,1,600
Entire home/apt,5,1,1,890
Entire home/apt,,1,1,1050
Entire home/apt,5,0,2,2000
Entire home/apt,4.5,1,1,1250
Entire home/apt,5,1,1,850
Entire home/apt,5,1,1,1250
Entire home/apt,5,1,1,1800
Entire home/apt,5,2,1,950
Private room,5,2,1,850
Private room,5,2,1,760
Entire home/apt,4.5,1,1,1000
Entire home/apt,5,1,1,1140
Entire home/apt,5,2,1,1550
Private room,4.5,1,2,350
Private room,5,1,1,700
Entire home/apt,5,2,1,940
Entire home/apt,5,2,1,800
Entire home/apt,4.5,1,1,490
Entire home/apt,4.5,1,1,690
Entire home/apt,5,2,1.5,1150
Entire home/apt,5,2,2,1990
Entire home/apt,5,2,1,850
Entire home/apt,5,3,2.5,1250
Entire home/apt,,1,1,700
Entire home/apt,5,2,1,1490
Entire home/apt,,6,4,4490
Entire home/apt,4.5,1,1,1890
Entire home/apt,5,1,1,930
Entire home/apt,5,4,3,1990
Entire home/apt,5,1,1,1890
Entire home/apt,,1,1,1200
Entire home/apt,5,3,3,3250
Private room,5,1,1,420
Entire home/apt,5,2,2.5,1800
Private room,5,1,1,390
Private room,,1,1,1250
Private room,5,1,1,650
Entire home/apt,5,1,1,890
Entire home/apt,5,1,1,740
Entire home/apt,,2,2,1750
Shared room,4,1,1,200
Private room,5,1,1,250
Entire home/apt,,0,1,1150
Entire home/apt,4.5,1,1.5,1290
Entire home/apt,,1,1,1200
Private room,5,1,1,550
Entire home/apt,,1,1,1330
Entire home/apt,,1,1,740
Entire home/apt,,1,1,1000
Entire home/apt,,1,1,1310
Entire home/apt,5,2,1,690
Entire home/apt,5,1,1,800
Entire home/apt,5,1,1,750
Entire home/apt,5,0,1,400
Entire home/apt,5,1,1,950
Private room,5,1,1.5,530
Private room,5,1,1.5,520
Private room,,1,2.5,580
Entire home/apt,4.5,1,1,880
Entire home/apt,5,1,1,1360
Entire home/apt,5,3,1,2500
Entire home/apt,,2,3.5,1790
Private room,5,1,1,700
Private room,5,1,1,410
Entire home/apt,5,2,1,1000
Private room,5,1,1,380
Entire home/apt,5,2,1,590
Entire home/apt,4,3,3.5,2020
Entire home/apt,,2,1,1720
Entire home/apt,5,2,1,1720
Entire home/apt,4,1,1,990
Shared room,5,1,3.5,250
Shared room,5,1,3.5,250
Shared room,4.5,1,3.5,250
Shared room,5,1,3.5,250
Shared room,4.5,1,3.5,250
Shared room,4.5,1,3.5,250
Shared room,5,1,3.5,250
Shared room,4.5,1,3.5,250
Shared room,5,1,3.5,250
Shared room,4,1,3.5,250
Entire home/apt,5,2,2,990
Entire home/apt,5,1,1,680
Shared room,,1,3.5,250
Shared room,4.5,1,3.5,250
Private room,5,1,1,980
Entire home/apt,,1,1,900
Entire home/apt,4.5,2,1,700
Entire home/apt,5,0,1,600
Private room,,1,1,950
Entire home/apt,5,4,2,1430
Entire home/apt,5,0,1,690
Entire home/apt,5,3,2.5,930
Entire home/apt,5,1,1,640
Private room,5,2,1,1280
Entire home/apt,5,1,1,530
Private room,4.5,1,2,550
Private room,,1,2,620
Entire home/apt,5,2,1,590
Entire home/apt,4.5,3,2.5,1280
Entire home/apt,,5,2,2500
Private room,5,1,1,990
Entire home/apt,5,1,1,1500
Entire home/apt,5,3,2.5,330
Shared room,5,1,3.5,250
Shared room,4,1,1,200
Entire home/apt,5,0,1,1040
Entire home/apt,5,3,2.5,1590
Entire home/apt,5,2,1,1190
Entire home/apt,5,1,1,1300
Private room,5,1,1,490
Entire home/apt,5,2,3,1250
Private room,5,1,1,980
Entire home/apt,5,1,1,1240
Entire home/apt,4.5,1,1,890
Entire home/apt,5,1,1,990
Entire home/apt,,1,1,1500
Private room,5,2,1.5,1000
Entire home/apt,5,1,1,1000
Entire home/apt,4.5,1,1,1000
Entire home/apt,,1,1,1000
Private room,5,1,2,950
Entire home/apt,,1,1,1000
Entire home/apt,,1,1,850
Entire home/apt,,1,1,1000
Entire home/apt,,1,1,1200
Entire home/apt,,1,1,1000
Entire home/apt,4,0,1,600
Entire home/apt,4.5,1,1,600
Entire home/apt,5,1,1,750
Entire home/apt,5,1,1,500
Entire home/apt,5,0,1,450
Shared room,4,1,1,200
Entire home/apt,5,2,1,800
Entire home/apt,,3,2.5,2000
Entire home/apt,5,1,1.5,750
Private room,,1,1,9000
Entire home/apt,5,0,1,440
Entire home/apt,4.5,0,1,750
Private room,,1,1,860
Entire home/apt,5,2,2,1140
Private room,,2,1,1250
Entire home/apt,5,2,1,760
Entire home/apt,4.5,1,1,230
Entire home/apt,5,2,1.5,1060
Entire home/apt,5,2,1,650
Entire home/apt,5,1,1,690
Entire home/apt,4.5,1,1,500
Entire home/apt,5,5,3.5,1950
Private room,5,1,1,450
Entire home/apt,4.5,0,1,800
Entire home/apt,4.5,2,2,1250
Entire home/apt,5,2,1.5,1300
Entire home/apt,,1,1,1500
Entire home/apt,5,2,1,1060
Entire home/apt,,0,1,5000
Entire home/apt,,1,1,1200
Entire home/apt,5,2,1,1700
Entire home/apt,,2,2,500
Entire home/apt,5,2,1,720
Entire home/apt,5,1,1,600
Entire home/apt,5,2,1,850
Entire home/apt,5,0,1,850
Private room,5,1,1,450
Entire home/apt,5,2,1,900
Entire home/apt,5,1,1,1200
Private room,,1,1,290
Entire home/apt,5,1,1,1200
Entire home/apt,,2,1,1190
Entire home/apt,4.5,1,1,850
Entire home/apt,,6,3.5,3780
Entire home/apt,5,1,1,390
Entire home/apt,5,1,1,850
Private room,5,1,1,500
Private room,,1,1,650
Entire home/apt,5,2,1,1900
Entire home/apt,,0,1,1590
Private room,4.5,1,1,250
Private room,5,1,1,700
Private room,5,1,1,400
Entire home/apt,5,0,1,790
